index|word_index|ja|hrkt|latn|en|image|sound
6221|4177|フロアはパーティションで<b>区切られて</b>います。|フロア は パーティション で <b>くぎられて</b> います。|furoa ha pa-tishon de <b>kugirarete</b> imasu.|The floor is divided by partitions.||sentence_6221.mp3
6222|4178|学校は生徒たちを午前中に<b>帰した</b>ね。|がっこう は せいと たち を ごぜん ちゅう に <b>かえした</b> ね。|gakkou ha seito tachi wo gozen chuu ni <b>kaeshita</b> ne.|The school sent the students home in the morning.||sentence_6222.mp3
6223|4179|<b>植木</b>に水をやりました。|<b>うえき</b> に みず を やりました。|<b>ueki</b> ni mizu wo yarimashita.|I watered the plant.||sentence_6223.mp3
6224|4180|ボールを空中に<b>放った</b>の。|ボール を くうちゅう に <b>ほうった</b> の。|bo-ru wo kuuchuu ni <b>houtta</b> no.|I threw a ball in the air.||sentence_6224.mp3
6225|4181|<b>雑音</b>がひどくて声が聞こえません。|<b>ざつおん</b> が ひどくて こえ が きこえません。|<b>zatsuon</b> ga hidokute koe ga kikoemasen.|The background noise is so loud that I can't hear your voice.||sentence_6225.mp3
6226|4182|私は<b>中途</b>採用で入社しました。|わたし は <b>ちゅうと</b> さいよう で にゅうしゃ しました。|watashi ha <b>chuuto</b> saiyou de nyuusha shimashita.|I joined the company as a mid-career worker.||sentence_6226.mp3
6227|4183|荷物を駅の<b>ロッカー</b>に入れた。|にもつ を えき の <b>ロッカー</b> に いれた。|nimotsu wo eki no <b>rokka-</b> ni ireta.|I put my luggage in a locker at the station.||sentence_6227.mp3
6228|4184|結婚して<b>姓</b>が変わりました。|けっこん して <b>せい</b> が かわりました。|kekkon shite <b>sei</b> ga kawarimashita.|I got married and changed my family name.||sentence_6228.mp3
6229|4185|彼はレントゲン<b>技師</b>です。|かれ は レントゲン <b>ぎし</b> です。|kare ha rentogen <b>gishi</b> desu.|He is a radiographer.||sentence_6229.mp3
6230|4186|彼はかなり<b>器用</b>な人です。|かれ は かなり <b>きよう</b>な ひと です。|kare ha kanari <b>kiyou</b>na hito desu.|He is very good with his hands.||sentence_6230.mp3
6231|4187|パーティーのビンゴの<b>賞品</b>は何がいいだろう。|パーティー の ビンゴ の <b>しょうひん</b> は なに が いい だろう。|pa-ti- no bingo no <b>shouhin</b> ha nani ga ii darou.|What shoud we give as a prize for a bingo game at the party?||sentence_6231.mp3
6232|4188|京都で国際会議が<b>開催</b>された。|きょうと で こくさい かいぎ が <b>かいさい</b> された。|kyouto de kokusai kaigi ga <b>kaisai</b> sareta.|An international conference was held in Kyoto.||sentence_6232.mp3
6233|4189|彼は国会<b>議員</b>です。|かれ は こっかい <b>ぎいん</b> です。|kare ha kokkai <b>giin</b> desu.|He's a legislator.||sentence_6233.mp3
6234|4190|実験にはこの<b>装置</b>を使います。|じっけん に は この <b>そうち</b> を つかいます。|jikken ni ha kono <b>souchi</b> wo tsukaimasu.|We'll use this equipment in our experiment.||sentence_6234.mp3
6235|4191|次の駅は<b>通過</b>します。|つぎ の えき は <b>つうか</b> します。|tsugi no eki ha <b>tsuuka</b> shimasu.|This train will skip the next station.||sentence_6235.mp3
6236|4192|このプリンターは<b>従来</b>のものより速い。|この プリンター は <b>じゅうらい</b> の もの より はやい。|kono purinta- ha <b>juurai</b> no mono yori hayai.|This printer works faster than conventional models.||sentence_6236.mp3
6237|4193|ゴミのリサイクルが<b>普及</b>している。|ゴミ の リサイクル が <b>ふきゅう</b> して いる。|gomi no risaikuru ga <b>fukyuu</b> shite iru.|Garbage recycling has become widespread.||sentence_6237.mp3
6238|4194|宇宙人は<b>存在</b>すると思いますか。|うちゅうじん は <b>そんざい</b> する と おもいます か。|uchuujin ha <b>sonzai</b> suru to omoimasu ka.|Do you think that aliens exist?||sentence_6238.mp3
6239|4195|私の両親は<b>昭和</b>生まれです。|わたし の りょうしん は <b>しょうわ</b> うまれ です。|watashi no ryoushin ha <b>shouwa</b> umare desu.|My parents were born in the Showa era.||sentence_6239.mp3
6240|4196|何だか表が<b>騒がしい</b>。|なんだか おもて が <b>さわがしい</b>。|nandaka omote ga <b>sawagashii</b>.|It's kind of noisy outside.||sentence_6240.mp3
6241|4197|駅まで<b>迎え</b>に来てください。|えき まで <b>むかえ</b>に きて ください。|eki made <b>mukae</b>ni kite kudasai.|Please come pick me up at the station.||sentence_6241.mp3
6242|4198|来月で<b>勤め</b>を辞めます。|らいげつ で <b>つとめ</b> を やめます。|raigetsu de <b>tsutome</b> wo yamemasu.|I'll quit my work next month.||sentence_6242.mp3
6243|4199|大学を出たあと、<b>地元</b>で就職しました。|だいがく を でた あと、<b>じもと</b> で しゅうしょく しました。|daigaku wo deta ato,<b>jimoto</b> de shuushoku shimashita.|After graduating from university, I found a job in my hometown.||sentence_6243.mp3
6244|4200|<b>南極</b>でペンギンを見ました。|<b>なんきょく</b> で ペンギン を みました。|<b>nankyoku</b> de pengin wo mimashita.|I saw some penguins at the South Pole.||sentence_6244.mp3
6245|4201|山の空気は<b>澄んで</b>いますね。|やま の くうき は <b>すんで</b> います ね。|yama no kuuki ha <b>sunde</b> imasu ne.|The mountain air is clear.||sentence_6245.mp3
6246|4202|やっと努力が<b>実りました</b>。|やっと どりょく が <b>みのりました</b>。|yatto doryoku ga <b>minorimashita</b>.|My effort has finally paid off.||sentence_6246.mp3
6247|4203|誕生日に<b>小鳥</b>を買ってもらいました。|たんじょう び に <b>ことり</b> を かって もらいました。|tanjou bi ni <b>kotori</b> wo katte moraimashita.|I got a small bird for my birthday.||sentence_6247.mp3
6248|4204|会長が<b>閉会</b>の挨拶をしました。|かいちょう が <b>へいかい</b> の あいさつ を しました。|kaichou ga <b>heikai</b> no aisatsu wo shimashita.|The chairperson made closing remarks.||sentence_6248.mp3
6249|4205|<b>電球</b>が切れたので交換しましょう。|<b>でんきゅう</b> が きれた ので こうかん しましょう。|<b>denkyuu</b> ga kireta node koukan shimashou.|The bulb is out, so let's get a new one.||sentence_6249.mp3
6250|4206|姉は大学に<b>在学</b>しています。|あね は だいがく に <b>ざいがく</b> して います。|ane ha daigaku ni <b>zaigaku</b> shite imasu.|My elder sister is in college.||sentence_6250.mp3
6251|4207|このご<b>恩</b>は一生忘れません。|この ご<b>おん</b> は いっしょう わすれません。|kono go<b>on</b> ha isshou wasuremasen.|I'll never forget your kindness.||sentence_6251.mp3
6252|4208|彼らは交代でボートを<b>こいだ</b>んだ。|かれら は こうたい で ボート を <b>こいだ</b> ん だ。|karera ha koutai de bo-to wo <b>koida</b> n da.|They took turns rowing the boat.||sentence_6252.mp3
6253|4209|家族でお寺に<b>お参り</b>に行きました。|かぞく で おてら に <b>おまいり</b> に いきました。|kazoku de otera ni <b>omairi</b> ni ikimashita.|I paid a visit to the temple with my family.||sentence_6253.mp3
6254|4210|彼は水道の蛇口を<b>ひねった</b>の。|かれ は すいどう の じゃぐち を <b>ひねった</b> の。|kare ha suidou no jaguchi wo <b>hinetta</b> no.|He turned on the tap.||sentence_6254.mp3
6255|4211|英語を<b>初歩</b>から勉強しています。|えいご を <b>しょほ</b> から べんきょう して います。|eigo wo <b>shoho</b> kara benkyou shite imasu.|I'm learning English starting from the basics.||sentence_6255.mp3
6256|4212|国際連合を<b>略して</b>国連といいます。|こくさい れんごう を <b>りゃくして</b> こくれん と いいます。|kokusai rengou wo <b>ryakushite</b> kokuren to iimasu.|The UN is an abbreviation for the United Nations.||sentence_6256.mp3
6257|4213|<b>矢印</b>にそって歩いてください。|<b>やじるし</b> に そって あるいて ください。|<b>yajirushi</b> ni sotte aruite kudasai.|Please follow the arrow.||sentence_6257.mp3
6258|4214|「大きい」は<b>形容詞</b>です。|「おおきい」 は <b>けいようし</b> です。|「ookii」 ha <b>keiyoushi</b> desu.|"Large" is an adjective.||sentence_6258.mp3
6259|4215|<b>バケツ</b>に水をくんできてください。|<b>バケツ</b> に みず を くんで きて ください 。|<b>baketsu</b> ni mizu wo kunde kite kudasai .|Please go get some water in the bucket.||sentence_6259.mp3
6260|4216|あの子は<b>下町</b>育ちだ。|あの こ は <b>したまち</b> そだち だ。|ano ko ha <b>shitamachi</b> sodachi da.|That kid was raised in the downtown area.||sentence_6260.mp3
6261|4217|すぐにあきらめてしまうのが彼の<b>短所</b>です。|すぐ に あきらめて しまう の が かれ の <b>たんしょ</b> です。|sugu ni akiramete shimau no ga kare no <b>tansho</b> desu.|His weak point is that he gives up too easily.||sentence_6261.mp3
6262|4218|春の太陽が雪を<b>溶かしました</b>。|はる の たいよう が ゆき を <b>とかしました</b>。|haru no taiyou ga yuki wo <b>tokashimashita</b>.|The spring sun has melted the snow.||sentence_6262.mp3
6263|4219|<b>休息</b>をとることは大切です。|<b>きゅうそく</b> を とる こと は たいせつ です。|<b>kyuusoku</b> wo toru koto ha taisetsu desu.|It's important to take a rest.||sentence_6263.mp3
6264|4220|公園で犬を<b>放した</b>の。|こうえん で いぬ を <b>はなした</b> の。|kouen de inu wo <b>hanashita</b> no.|I let my dog run freely in the park.||sentence_6264.mp3
6265|4221|学校の<b>催し</b>に参加しました。|がっこう の <b>もよおし</b> に さんか しました。|gakkou no <b>moyooshi</b> ni sanka shimashita.|I took part in a one-time school event.||sentence_6265.mp3
6266|4222|<b>汽車</b>で街まで行った。|<b>きしゃ</b> で まち まで いった。|<b>kisha</b> de machi made itta.|I went to town by steam train.||sentence_6266.mp3
6267|4223|私の家は赤い屋根が<b>目印</b>です。|わたし の いえ は あかい やね が <b>めじるし</b> です。|watashi no ie ha akai yane ga <b>mejirushi</b> desu.|My house has a red roof that's easy to spot.||sentence_6267.mp3
6268|4224|私は<b>私鉄</b>の職員です。|わたし は <b>してつ</b> の しょくいん です。|watashi ha <b>shitetsu</b> no shokuin desu.|I'm an employee of a private railway company.||sentence_6268.mp3
6269|4225|このセットで<b>勝敗</b>が決まります。|この セット で <b>しょうはい</b> が きまります。|kono setto de <b>shouhai</b> ga kimarimasu.|Victory or defeat will be decided in this set.||sentence_6269.mp3
6270|4226|彼はタイムを1秒<b>縮めた</b>の。|かれ は タイム を 1 びょう <b>ちぢめた</b> の。|kare ha taimu wo 1 byou <b>chijimeta</b> no.|He slashed one second off the record.||sentence_6270.mp3
6271|4227|5月は<b>田植え</b>の季節です。|5 がつ は <b>たうえ</b> の きせつ です。|5 gatsu ha <b>taue</b> no kisetsu desu.|May is the rice planting season.||sentence_6271.mp3
6272|4228|雨が強かったので<b>引き返した</b>よ。|あめ が つよかった ので <b>ひきかえした</b> よ。|ame ga tsuyokatta node <b>hikikaeshita</b> yo.|I went back because it was raining heavily.||sentence_6272.mp3
6273|4229|「彼」は<b>代名詞</b>の一つです。|「かれ」 は <b>だいめいし</b> の ひとつ です。|「kare」 ha <b>daimeishi</b> no hitotsu desu.|"He" is one of the pronouns.||sentence_6273.mp3
6274|4230|彼らは<b>ひきょう</b>な方法で勝利したの。|かれら は <b>ひきょう</b>な ほうほう で しょうり した の 。|karera ha <b>hikyou</b>na houhou de shouri shita no .|They won by playing dirty.||sentence_6274.mp3
6275|4231|彼に<b>不運</b>な出来事が起こったの。|かれ に <b>ふうん</b>な できごと が おこった の。|kare ni <b>fuun</b>na dekigoto ga okotta no.|He suffered a misfortune.||sentence_6275.mp3
6276|4232|夜道は<b>用心</b>して歩きましょう。|よみち は <b>ようじん</b> して あるきましょう。|yomichi ha <b>youjin</b> shite arukimashou.|Be careful when walking at night.||sentence_6276.mp3
6277|4233|<b>大通り</b>でパレードが始まるよ。|<b>おおどおり</b> で パレード が はじまる よ。|<b>oodoori</b> de pare-do ga hajimaru yo.|The parade will start at the main street.||sentence_6277.mp3
6278|4234|あなたと<b>問答</b>している暇はないの。|あなた と <b>もんどう</b> して いる ひま は ない の。|anata to <b>mondou</b> shite iru hima ha nai no.|I have no time to argue with you.||sentence_6278.mp3
6279|4235|日本の<b>ことわざ</b>をいくつくらい知っていますか。|にほん の <b>ことわざ</b> を いくつ くらい しって います か。|nihon no <b>kotowaza</b> wo ikutsu kurai shitte imasu ka.|About how many Japanese proverbs do you know?||sentence_6279.mp3
6280|4236|彼女の<b>下品</b>なふるまいには我慢できない。|かのじょ の <b>げひん</b>な ふるまい に は がまん できない。|kanojo no <b>gehin</b>na furumai ni ha gaman dekinai.|I can't put up with her vulgar behavior.||sentence_6280.mp3
6281|4237|猫の頭を<b>なでて</b>あげた。|ねこ の あたま を <b>なでて</b> あげた 。|neko no atama wo <b>nadete</b> ageta .|I patted the cat's head.||sentence_6281.mp3
6282|4238|お風呂に水を<b>ためて</b>おいてください。|おふろ に みず を <b>ためて</b> おいて ください。|ofuro ni mizu wo <b>tamete</b> oite kudasai.|Please put and store water in the bathtub.||sentence_6282.mp3
6283|4239|小さなバケツで水を<b>くんだ</b>の。|ちいさな バケツ で みず を <b>くんだ</b> の 。|chiisana baketsu de mizu wo <b>kunda</b> no .|I scooped up some water with a small bucket.||sentence_6283.mp3
6284|4240|彼から<b>思いがけない</b>ことを聞いた。|かれ から <b>おもいがけない</b> こと を きいた。|kare kara <b>omoigakenai</b> koto wo kiita.|I heard something unexpected from him.||sentence_6284.mp3
6285|4241|<b>月給</b>は毎月25日に支給されます。|<b>げっきゅう</b> は まいつき 25 にち に しきゅう されます。|<b>gekkyuu</b> ha maitsuki 25 nichi ni shikyuu saremasu.|My salary is paid on the 25th of every month.||sentence_6285.mp3
6286|4242|この子は本当に<b>行儀</b>の良い子です。|この こ は ほんとう に <b>ぎょうぎ</b> の いい こ です。|kono ko ha hontou ni <b>gyougi</b> no ii ko desu.|This kid is very well behaved.||sentence_6286.mp3
6287|4243|この数年、体重は<b>増減</b>していません。|この すうねん、たいじゅう は <b>ぞうげん</b> して いません。|kono suunen,taijuu ha <b>zougen</b> shite imasen.|My weight has not increased or decreased for the past few years.||sentence_6287.mp3
6288|4244|彼は木の像を<b>彫った</b>の。|かれ は き の ぞう を <b>ほった</b> の。|kare ha ki no zou wo <b>hotta</b> no.|He carved a wooden statue.||sentence_6288.mp3
6289|4245|枝を<b>縄</b>でしばったよ。|えだ を <b>なわ</b> で しばった よ。|eda wo <b>nawa</b> de shibatta yo.|I bound the branches with a rope.||sentence_6289.mp3
6290|4246|妹はマフラーを<b>編みました</b>。|いもうと は マフラー を <b>あみました</b>。|imouto ha mafura- wo <b>amimashita</b>.|My younger sister knitted a scarf.||sentence_6290.mp3
6291|4247|その考えは少し<b>幼稚</b>だと思う。|その かんがえ は すこし <b>ようち</b> だ と おもう。|sono kangae ha sukoshi <b>youchi</b> da to omou.|I think that the idea's a bit childish.||sentence_6291.mp3
6292|4248|このシャツは<b>絹</b>でできています。|この シャツ は <b>きぬ</b> で できて います。|kono shatsu ha <b>kinu</b> de dekite imasu.|This shirt is made of silk.||sentence_6292.mp3
6293|4249|彼を<b>恨んで</b>はいけません。|かれ を <b>うらんで</b> は いけません。|kare wo <b>urande</b> ha ikemasen.|You should not hold a grudge against him.||sentence_6293.mp3
6294|4250|彼は<b>頼もしい</b>人です。|かれ は <b>たのもしい</b> ひと です。|kare ha <b>tanomoshii</b> hito desu.|He's a dependable person.||sentence_6294.mp3
6295|4251|紙を細かく<b>ちぎって</b>ください。|かみ を こまかく <b>ちぎって</b> ください。|kami wo komakaku <b>chigitte</b> kudasai.|Please tear the paper into pieces.||sentence_6295.mp3
6296|4252|今日は私が掃除の<b>当番</b>です。|きょう は わたし が そうじ の <b>とうばん</b> です。|kyou ha watashi ga souji no <b>touban</b> desu.|I'm in charge of the cleaning today.||sentence_6296.mp3
6297|4253|このペンは鳥の<b>羽根</b>で作られています。|この ペン は とり の <b>はね</b> で つくられて います。|kono pen ha tori no <b>hane</b> de tsukurarete imasu.|This pen is made from a bird's feather.||sentence_6297.mp3
6298|4254|<b>目覚まし</b>にコーヒーを飲んだの。|<b>めざまし</b> に コーヒー を のんだ の。|<b>mezamashi</b> ni ko-hi- wo nonda no.|I drank coffee to wake myself up.||sentence_6298.mp3
6299|4255|氷を細かく<b>砕いて</b>ください。|こおり を こまかく <b>くだいて</b> ください。|koori wo komakaku <b>kudaite</b> kudasai.|Please crush the ice into small pieces.||sentence_6299.mp3
6300|4256|このトラックの<b>車輪</b>は頑丈そうですね。|この トラック の <b>しゃりん</b> は がんじょう そう です ね。|kono torakku no <b>sharin</b> ha ganjou sou desu ne.|The wheels of this truck look sturdy.||sentence_6300.mp3
6301|4257|犬がお皿の匂いをクンクン<b>嗅いで</b>いるね。|いぬ が おさら の におい を クンクン <b>かいで</b> いる ね。|inu ga osara no nioi wo kunkun <b>kaide</b> iru ne.|The dog is sniffing the plate.||sentence_6301.mp3
6302|4258|あなたに<b>頼み</b>があるんですけど。|あなた に <b>たのみ</b> が ある ん です けど。|anata ni <b>tanomi</b> ga aru n desu kedo.|I have a favor to ask you.||sentence_6302.mp3
6303|4259|電車の<b>終点</b>で降りました。|でんしゃ の <b>しゅうてん</b> で おりました。|densha no <b>shuuten</b> de orimashita.|I got off the train at the terminal.||sentence_6303.mp3
6304|4260|この商品は<b>免税</b>です。|この しょうひん は <b>めんぜい</b> です。|kono shouhin ha <b>menzei</b> desu.|This product is tax-exempt.||sentence_6304.mp3
6305|4261|風で<b>電線</b>が揺れていますね。|かぜ で <b>でんせん</b> が ゆれて います ね。|kaze de <b>densen</b> ga yurete imasu ne.|The electric wires are swaying in the wind.||sentence_6305.mp3
6306|4262|<b>明け方</b>に雨が降り始めましたね。|<b>あけがた</b> に あめ が ふり はじめました ね。|<b>akegata</b> ni ame ga furi hajimemashita ne.|It began to rain at dawn.||sentence_6306.mp3
6307|4263|<b>日の出</b>がとてもきれいですね。|<b>ひので</b> が とても きれい です ね。|<b>hinode</b> ga totemo kirei desu ne.|The sunrise is very beautiful.||sentence_6307.mp3
6308|4264|ストーブの<b>灯油</b>がなくなったわよ。|ストーブ の <b>とうゆ</b> が なくなった わ よ。|suto-bu no <b>touyu</b> ga nakunatta wa yo.|The kerosene in the stove has run out.||sentence_6308.mp3
6309|4265|実家の母から<b>電報</b>がきました。|じっか の はは から <b>でんぽう</b> が きました。|jikka no haha kara <b>denpou</b> ga kimashita.|A telegram came from my mother at home.||sentence_6309.mp3
6310|4266|全員、<b>講堂</b>に集まってください。|ぜんいん、<b>こうどう</b> に あつまって ください。|zenin,<b>koudou</b> ni atsumatte kudasai.|Everyone, please come to the auditorium.||sentence_6310.mp3
6311|4267|その建物の屋根は<b>平ら</b>だね。|その たてもの の やね は <b>たいら</b> だ ね。|sono tatemono no yane ha <b>taira</b> da ne.|The roof on that building is flat.||sentence_6311.mp3
6312|4268|突然何を<b>言い出す</b>のかと思った。|とつぜん なに を <b>いいだす</b> の か と おもった。|totsuzen nani wo <b>iidasu</b> no ka to omotta.|I wondered what you would say out of the blue.||sentence_6312.mp3
6313|4269|今から<b>答案</b>を集めます。|いま から <b>とうあん</b> を あつめます。|ima kara <b>touan</b> wo atsumemasu.|I'll collect the answer sheets now.||sentence_6313.mp3
6314|4270|彼は<b>溺れて</b>いる子を助けたんだ。|かれ は <b>おぼれて</b> いる こ を たすけた ん だ。|kare ha <b>oborete</b> iru ko wo tasuketa n da.|He saved a drowning child.||sentence_6314.mp3
6315|4271|私の父は<b>公務員</b>です。|わたし の ちち は <b>こうむいん</b> です。|watashi no chichi ha <b>koumuin</b> desu.|My father is a civil servant.||sentence_6315.mp3
6316|4272|彼は<b>委員</b>に選ばれました。|かれ は <b>いいん</b> に えらばれました。|kare ha <b>iin</b> ni erabaremashita.|He was elected to the committee.||sentence_6316.mp3
6317|4273|彼は明日メキシコへ<b>発ちます</b>。|かれ は あした メキシコ へ <b>たちます</b>。|kare ha ashita mekishiko he <b>tachimasu</b>.|He will leave for Mexico tomorrow.||sentence_6317.mp3
6318|4274|姉は何に対しても<b>積極的</b>です。|あね は なん に たいして も <b>せっきょくてき</b> です。|ane ha nan ni taishite mo <b>sekkyokuteki</b> desu.|My elder sister shows an active attitude toward everything.||sentence_6318.mp3
6319|4275|彼は成功するに<b>違いない</b>わ。|かれ は せいこう する に <b>ちがいない</b> わ。|kare ha seikou suru ni <b>chigainai</b> wa.|He will succeed for sure.||sentence_6319.mp3
6320|4276|勉強を怠けては<b>いけない</b>よ。|べんきょう を なまけて は <b>いけない</b> よ。|benkyou wo namakete ha <b>ikenai</b> yo.|You must not slack off your studies.||sentence_6320.mp3
6321|4277|彼はこの仕事に<b>適して</b>います。|かれ は この しごと に <b>てきして</b> います。|kare ha kono shigoto ni <b>tekishite</b> imasu.|He's suitable for this work.||sentence_6321.mp3
6322|4278|<b>背広</b>をクリーニングに出しました。|<b>せびろ</b> を クリーニング に だしました。|<b>sebiro</b> wo kuri-ningu ni dashimashita.|I took my suit to the dry cleaner.||sentence_6322.mp3
6323|4279|彼は幼いときに<b>親類</b>に預けられたんだ。|かれ は おさない とき に <b>しんるい</b> に あずけられた ん だ。|kare ha osanai toki ni <b>shinrui</b> ni azukerareta n da.|He was put under the care of his relatives when he was little.||sentence_6323.mp3
6324|4280|昨日、絵の<b>展覧会</b>に行ってきました。|きのう、え の <b>てんらん かい</b> に いって きました。|kinou,e no <b>tenran kai</b> ni itte kimashita.|I went to an art exhibition yesterday.||sentence_6324.mp3
6325|4281|<b>消極的</b>な人は成功しないよ。|<b>しょうきょくてき</b>な ひと は せいこう しない よ。|<b>shoukyokuteki</b>na hito ha seikou shinai yo.|A passive person won't succeed.||sentence_6325.mp3
6326|4282|彼女は<b>奨学金</b>で大学に行きました。|かのじょ は <b>しょうがくきん</b> で だいがく に いきました。|kanojo ha <b>shougakukin</b> de daigaku ni ikimashita.|She went to university on a scholarship.||sentence_6326.mp3
6327|4283|絵の<b>大部分</b>が水に濡れてしまったな。|え の <b>だいぶぶん</b> が みず に ぬれて しまった な。|e no <b>daibubun</b> ga mizu ni nurete shimatta na.|A large part of the picture got wet.||sentence_6327.mp3
6328|4284|<b>苦心</b>して絵を描き上げました。|<b>くしん</b> して え を かき あげました。|<b>kushin</b> shite e wo kaki agemashita.|I took pains to finish the painting.||sentence_6328.mp3
6329|4285|父の表情が<b>険しく</b>なったの。|ちち の ひょうじょう が <b>けわしく</b> なった の。|chichi no hyoujou ga <b>kewashiku</b> natta no.|My father had a grim look on his face.||sentence_6329.mp3
6330|4286|陸上部は<b>校庭</b>で練習しています。|りくじょう ぶ は <b>こうてい</b> で れんしゅう して います。|rikujou bu ha <b>koutei</b> de renshuu shite imasu.|The track and field club is practicing in the school field.||sentence_6330.mp3
6331|4287|その事件について新聞に<b>投書</b>したんだ。|その じけん について しんぶん に <b>とうしょ</b> した ん だ。|sono jiken nitsuite shinbun ni <b>tousho</b> shita n da.|I sent a letter to the editor regarding the incident.||sentence_6331.mp3
6332|4288|1年生を<b>受け持って</b>います。|1ねんせい を <b>うけもって</b> います。|1nensei wo <b>ukemotte</b> imasu.|I teach the first graders.||sentence_6332.mp3
6333|4289|工場の<b>煙突</b>から煙が上がっている。|こうじょう の <b>えんとつ</b> から けむり が あがって いる。|koujou no <b>entotsu</b> kara kemuri ga agatte iru.|Smoke is rising from the factory smokestacks.||sentence_6333.mp3
6334|4290|彼女は外国人に<b>交じって</b>ダンスをしたの。|かのじょ は がいこく じん に <b>まじって</b> ダンス を した の。|kanojo ha gaikoku jin ni <b>majitte</b> dansu wo shita no.|She mingled with foreigners as she danced.||sentence_6334.mp3
6335|4291|「この会議は退屈だ」と同僚が私に<b>ささやいた</b>の。|「この かいぎ は たいくつ だ」 と どうりょう が わたし に <b>ささやいた</b> の。|「kono kaigi ha taikutsu da」 to douryou ga watashi ni <b>sasayaita</b> no.|"This meeting is boring," my colleague whispered to me.||sentence_6335.mp3
6336|4292|彼女は<b>毛皮</b>のコートを着ていたの。|かのじょ は <b>けがわ</b> の コート を きて いた の。|kanojo ha <b>kegawa</b> no ko-to wo kite ita no.|She was wearing a fur coat.||sentence_6336.mp3
6337|4293|観衆が<b>どっと</b>笑ったんだ。|かんしゅう が <b>どっと</b> わらった ん だ。|kanshuu ga <b>dotto</b> waratta n da.|The audience burst out laughing.||sentence_6337.mp3
6338|4294|<b>割り算</b>は小学校で習います。|<b>わりざん</b> は しょうがっこう で ならいます。|<b>warizan</b> ha shougakkou de naraimasu.|Division is taught in elementary school.||sentence_6338.mp3
6339|4295|彼は<b>空手</b>を習っています。|かれ は <b>からて</b> を ならって います。|kare ha <b>karate</b> wo naratte imasu.|He's learning karate.||sentence_6339.mp3
6340|4296|このアルバイトは「学生<b>可</b>」ですね。|この アルバイト は 「がくせい <b>か</b>」 です ね。|kono arubaito ha 「gakusei <b>ka</b>」 desu ne.|Students can apply for this part-time job.||sentence_6340.mp3
6341|4297|<b>会談</b>の内容が発表されました。|<b>かいだん</b> の ないよう が はっぴょう されました。|<b>kaidan</b> no naiyou ga happyou saremashita.|The topics of the talk have been announced.||sentence_6341.mp3
6342|4298|彼女は<b>礼儀</b>が身に付いています。|かのじょ は <b>れいぎ</b> が み に ついて います。|kanojo ha <b>reigi</b> ga mi ni tsuite imasu.|She has good manners.||sentence_6342.mp3
6343|4299|昨日友人を<b>見舞った</b>の。|きのう ゆうじん を <b>みまった</b> の。|kinou yuujin wo <b>mimatta</b> no.|I went to visit a friend in hospital yesterday.||sentence_6343.mp3
6344|4300|私と彼は帰る<b>方角</b>が同じです。|わたし と かれ は かえる <b>ほうがく</b> が おなじ です。|watashi to kare ha kaeru <b>hougaku</b> ga onaji desu.|He and I go home in the same direction.||sentence_6344.mp3
6345|4301|応募受付は<b>締め切りました</b>。|おうぼ うけつけ は <b>しめきりました</b>。|oubo uketsuke ha <b>shimekirimashita</b>.|The application deadline has been closed.||sentence_6345.mp3
6346|4302|この円の<b>半径</b>は5センチです。|この えん の <b>はんけい</b> は 5 センチ です。|kono en no <b>hankei</b> ha 5 senchi desu.|The radius of this circle is five centimeters.||sentence_6346.mp3
6347|4303|明日はお<b>座敷</b>での宴会になります。|あした は お<b>ざしき</b> での えんかい に なります。|ashita ha o<b>zashiki</b> deno enkai ni narimasu.|We will have our banquet in a tatami-floored room tomorrow.||sentence_6347.mp3
6348|4304|猫が<b>障子</b>を破った。|ねこ が <b>しょうじ</b> を やぶった。|neko ga <b>shouji</b> wo yabutta.|The cat tore the paper sliding door.||sentence_6348.mp3
6349|4305|<b>赤道</b>に沿って旅をしました。|<b>せきどう</b>  に そって たび を しました。|<b>sekidou</b>  ni sotte tabi wo shimashita.|I traveled along the equator.||sentence_6349.mp3
6350|4306|どうぞ<b>召し上がって</b>ください。|どうぞ <b>めしあがって</b> ください。|douzo <b>meshiagatte</b> kudasai.|Please eat.||sentence_6350.mp3
6351|4307|<b>物音</b>がしたので見にいった。|<b>ものおと</b> が した ので み に いった 。|<b>monooto</b> ga shita node mi ni itta .|I heard a noise, so I went to look.||sentence_6351.mp3
6352|4308|明日は<b>遠足</b>で動物園に行きます。|あす は <b>えんそく</b> で どうぶつえん に いきます。|asu ha <b>ensoku</b> de doubutsuen ni ikimasu.|We're going to the zoo on an excursion tomorrow.||sentence_6352.mp3
6353|4309|犬の散歩は私の<b>日課</b>です。|いぬ の さんぽ は わたし の <b>にっか</b> です。|inu no sanpo ha watashi no <b>nikka</b> desu.|Walking the dog is my daily routine.||sentence_6353.mp3
6354|4310|友達と<b>遊園地</b>に行きました。|ともだち と <b>ゆうえんち</b> に いきました。|tomodachi to <b>yuuenchi</b> ni ikimashita.|I went to an amusement park with my friend.||sentence_6354.mp3
6355|4311|床に<b>ペンキ</b>をこぼしてしまいました。|ゆか に <b>ペンキ</b> を こぼして しまいました。|yuka ni <b>penki</b> wo koboshite shimaimashita.|I spilt paint on the floor.||sentence_6355.mp3
6356|4312|彼女は<b>和服</b>がよく似合う。|かのじょ は <b>わふく</b> が よく にあう。|kanojo ha <b>wafuku</b> ga yoku niau.|Japanese clothes suit her very well.||sentence_6356.mp3
